epoch,time(s),learning late,train_loss,validation_loss,validation_error(%)
04594,00078,00078
04595,00014,00014
04596,00086,00086
04597,00044,00078
04598,00076,00076
04599,00068,00068
04600,00056,00056
04601,00070,00070
04602,00036,00031
04603,00097,00097
04604,00072,00072
04605,00007,00007
04606,00040,00084
04607,00043,00043
04608,00061,00061
04609,00068,00033
04610,00042,00042
04611,00089,00089
04612,00042,00042
04613,00038,00038
04614,00000,00092
04615,00045,00024
04616,00049,00049
04617,00007,00007
04618,00052,00052
04619,00066,00066
04620,00099,00099
04621,00096,00096
04622,00034,00034
04623,00014,00014
04624,00011,00011
04625,00092,00092
04626,00029,00029
04627,00004,00004
04628,00003,00003
04629,00055,00055
04630,00061,00061
04631,00090,00090
04632,00094,00094
04633,00029,00029
04634,00081,00090
04635,00043,00043
04636,00021,00021
04637,00066,00066
04638,00057,00057
04639,00005,00025
04640,00037,00037
04641,00000,00000
04642,00001,00001
04643,00056,00056
04644,00067,00030
04645,00080,00080
04646,00093,00093
04647,00008,00008
04648,00023,00023
04649,00098,00098
04650,00064,00064
04651,00005,00069
04652,00068,00068
04653,00072,00072
04654,00001,00001
04655,00035,00035
04656,00092,00092
04657,00022,00022
04658,00052,00052
04659,00090,00090
04660,00091,00091
04661,00037,00037
04662,00071,00071
04663,00044,00027
04664,00089,00089
04665,00028,00028
04666,00056,00056
04667,00000,00000
04668,00079,00079
04669,00020,00020
04670,00018,00018
04671,00071,00039
04672,00079,00079
04673,00045,00045
04674,00033,00096
04675,00068,00068
04676,00024,00024
04677,00057,00000
04678,00042,00042
04679,00081,00081
04680,00080,00080
04681,00081,00081
04682,00087,00087
04683,00085,00033
04684,00009,00009
04685,00099,00046
04686,00096,00059
04687,00007,00007
04688,00064,00064
04689,00070,00070
04690,00025,00025
04691,00046,00046
04692,00089,00089
04693,00027,00093
04694,00058,00058
04695,00037,00037
04696,00091,00091
04697,00004,00003
04698,00057,00057
04699,00040,00075
04700,00005,00005
04701,00080,00080
04702,00070,00070
04703,00064,00064
04704,00034,00034
04705,00048,00022
04706,00054,00054
04707,00034,00034
04708,00032,00032
04709,00009,00009
04710,00031,00031
04711,00079,00077
04712,00043,00043
04713,00033,00033
04714,00079,00079
04715,00063,00063
04716,00063,00063
04717,00001,00001
04718,00099,00099
04719,00027,00027
04720,00068,00012
04721,00074,00074
04722,00093,00093
04723,00020,00020
04724,00060,00060
04725,00008,00066
04726,00040,00040
04727,00096,00059
04728,00092,00092
04729,00035,00046
04730,00047,00047
04731,00052,00052
04732,00089,00089
04733,00006,00006
04734,00093,00093
04735,00094,00094
04736,00054,00054
04737,00015,00015
04738,00096,00096
04739,00026,00079
04740,00049,00049
04741,00090,00013
04742,00041,00041
04743,00042,00014
04744,00030,00030
04745,00076,00076
04746,00021,00021
04747,00082,00082
04748,00096,00052
04749,00091,00079
04750,00064,00004
04751,00046,00046
04752,00014,00014
04753,00031,00043
04754,00032,00032
04755,00034,00034
04756,00057,00083
04757,00094,00013
04758,00019,00019
04759,00031,00031
04760,00067,00067
04761,00000,00000
04762,00073,00095
04763,00032,00032
04764,00060,00033
04765,00023,00071
04766,00008,00008
04767,00064,00064
04768,00053,00053
04769,00047,00047
04770,00077,00022
04771,00030,00030
04772,00022,00022
04773,00007,00007
04774,00084,00084
04775,00056,00056
04776,00092,00092
04777,00095,00030
04778,00023,00023
04779,00063,00063
04780,00022,00022
04781,00057,00057
04782,00024,00024
04783,00023,00023
04784,00032,00032
04785,00095,00072
04786,00082,00082
04787,00050,00064
04788,00038,00043
04789,00013,00013
04790,00098,00098
04791,00026,00026
04792,00055,00055
04793,00000,00083
04794,00012,00012
04795,00076,00076
04796,00052,00047
04797,00024,00024
04798,00092,00092
04799,00040,00040
04800,00086,00086
04801,00039,00039
04802,00031,00031
04803,00037,00037
04804,00071,00071
04805,00039,00039
04806,00072,00072
04807,00087,00087
04808,00017,00017
04809,00013,00013
04810,00039,00039
04811,00035,00035
04812,00054,00054
04813,00088,00088
04814,00001,00001
04815,00061,00061
04816,00024,00024
04817,00069,00069
04818,00004,00004
04819,00009,00009
04820,00098,00098
04821,00050,00074
04822,00058,00058
04823,00076,00076
04824,00047,00096
04825,00004,00004
04826,00084,00084
04827,00030,00030
04828,00042,00088
04829,00079,00079
04830,00005,00005
04831,00010,00010
04832,00047,00033
04833,00007,00054
04834,00036,00036
04835,00046,00046
04836,00006,00006
04837,00046,00046
04838,00086,00086
04839,00039,00039
04840,00057,00083
04841,00008,00077
04842,00069,00069
04843,00065,00065
04844,00014,00014
04845,00033,00033
04846,00061,00061
04847,00011,00035
04848,00020,00020
04849,00009,00009
04850,00037,00037
04851,00032,00063
04852,00082,00082
04853,00046,00046
04854,00021,00072
04855,00077,00077
04856,00016,00016
04857,00064,00064
04858,00046,00046
04859,00023,00023
04860,00022,00022
04861,00075,00075
04862,00018,00078
04863,00011,00046
04864,00010,00010
04865,00085,00085
04866,00080,00007
04867,00068,00068
04868,00031,00031
04869,00091,00091
04870,00028,00028
04871,00085,00058
04872,00055,00055
04873,00091,00091
04874,00019,00019
04875,00059,00059
04876,00044,00044
04877,00035,00098
04878,00099,00027
04879,00034,00034
04880,00017,00017
04881,00025,00025
04882,00058,00058
04883,00029,00029
04884,00085,00085
04885,00085,00085
04886,00020,00025
04887,00002,00035
04888,00081,00012
04889,00040,00008
04890,00019,00034
04891,00016,00016
04892,00065,00086
04893,00048,00048
04894,00049,00049
04895,00015,00015
04896,00050,00055
04897,00053,00053
04898,00099,00099
04899,00066,00066
04900,00026,00026
04901,00088,00088
04902,00064,00064
04903,00013,00087
04904,00041,00041
04905,00017,00017
04906,00015,00040
04907,00006,00006
04908,00021,00055
04909,00008,00008
04910,00095,00095
04911,00094,00094
04912,00074,00003
04913,00002,00002
04914,00056,00056
04915,00066,00066
04916,00004,00004
04917,00068,00068
04918,00011,00011
04919,00020,00020
04920,00049,00049
04921,00023,00023
04922,00072,00072
04923,00016,00016
04924,00000,00000
04925,00086,00086
04926,00059,00059
04927,00093,00093
04928,00048,00048
04929,00040,00040
04930,00074,00033
04931,00017,00017
04932,00052,00052
04933,00054,00054
04934,00094,00094
04935,00087,00087
04936,00050,00077
04937,00079,00079
04938,00005,00005
04939,00091,00091
04940,00028,00028
04941,00073,00030
04942,00007,00007
04943,00025,00025
04944,00065,00042
04945,00075,00075
04946,00023,00031
04947,00014,00014
04948,00094,00094
04949,00057,00057
04950,00063,00063
04951,00081,00081
04952,00004,00004
04953,00099,00099
04954,00010,00045
04955,00032,00032
04956,00011,00011
04957,00009,00009
04958,00096,00059
04959,00081,00081
04960,00040,00040
04961,00048,00048
04962,00006,00006
04963,00098,00098
04964,00070,00070
04965,00093,00093
04966,00000,00000
04967,00014,00014
04968,00023,00049
04969,00051,00051
04970,00004,00004
04971,00067,00014
04972,00042,00042
04973,00080,00080
04974,00068,00068
04975,00099,00078
04976,00052,00047
04977,00031,00031
04978,00062,00062
04979,00092,00062
04980,00090,00090
04981,00008,00008
04982,00009,00009
04983,00051,00051
04984,00091,00091
04985,00080,00080
04986,00079,00079
04987,00086,00022
04988,00018,00018
04989,00061,00061
04990,00062,00062
04991,00054,00054
04992,00034,00034
04993,00042,00042
04994,00033,00033
04995,00016,00016
04996,00099,00099
04997,00040,00099
04998,00027,00027
04999,00013,00013
05000,00039,00039
05001,00056,00056
05002,00053,00053
05003,00082,00082
05004,00048,00048
05005,00076,00076
05006,00082,00082
05007,00049,00049
05008,00040,00040
05009,00058,00058
05010,00058,00058
05011,00028,00028
05012,00037,00037
05013,00003,00038
05014,00093,00093
05015,00068,00068
05016,00013,00013
05017,00038,00042
05018,00046,00035
05019,00068,00068
05020,00047,00047
05021,00056,00013
05022,00091,00091
05023,00053,00053
05024,00023,00023
05025,00029,00029
05026,00089,00089
05027,00002,00035
05028,00043,00043
05029,00062,00062
05030,00015,00015
05031,00009,00009
05032,00097,00097
05033,00057,00015
05034,00044,00044
05035,00075,00075
05036,00020,00084
05037,00033,00033
05038,00041,00041
05039,00079,00006
05040,00071,00071
05041,00091,00078
05042,00017,00017
05043,00076,00076
05044,00078,00078
05045,00088,00088
05046,00049,00049
05047,00035,00035
05048,00054,00054
05049,00086,00086
05050,00090,00012
05051,00027,00074
05052,00080,00080
05053,00065,00033
05054,00049,00049
05055,00084,00005
05056,00063,00063
05057,00078,00078
05058,00041,00041
05059,00036,00036
05060,00037,00037
05061,00066,00066
05062,00098,00098
05063,00076,00076
05064,00008,00008
05065,00013,00013
05066,00053,00053
05067,00087,00087
05068,00019,00019
05069,00065,00038
05070,00018,00018
05071,00032,00032
05072,00088,00088
05073,00063,00004
05074,00078,00078
05075,00099,00099
05076,00075,00075
05077,00021,00021
05078,00004,00074
05079,00097,00097
05080,00075,00075
05081,00050,00064
05082,00052,00052
05083,00094,00094
05084,00010,00010
05085,00034,00034
05086,00065,00014
05087,00063,00021
05088,00061,00061
05089,00001,00001
05090,00080,00080
05091,00021,00021
05092,00081,00081
05093,00098,00098
05094,00069,00069
05095,00096,00052
05096,00030,00063
05097,00020,00020
05098,00091,00091
05099,00068,00068
05100,00036,00064
05101,00076,00076
05102,00005,00005
05103,00009,00009
05104,00043,00043
05105,00049,00049
05106,00072,00055
05107,00096,00055
05108,00032,00032
05109,00083,00083
05110,00042,00042
05111,00058,00058
05112,00044,00044
05113,00048,00048
05114,00015,00015
05115,00048,00048
05116,00017,00017
05117,00028,00028
05118,00098,00035
05119,00098,00011
05120,00015,00015
05121,00021,00021
05122,00081,00081
05123,00059,00059
05124,00014,00014
05125,00037,00037
05126,00075,00075
05127,00002,00002
05128,00010,00010
05129,00019,00019
05130,00058,00058
05131,00090,00090
05132,00043,00043
05133,00003,00003
05134,00071,00071
05135,00023,00023
05136,00028,00028
05137,00068,00068
05138,00080,00080
05139,00061,00061
05140,00087,00087
05141,00025,00025
05142,00010,00089
05143,00042,00042
05144,00074,00074
05145,00091,00091
05146,00047,00047
05147,00005,00005
05148,00022,00022
05149,00006,00006
05150,00013,00058
05151,00091,00091
05152,00061,00061
05153,00091,00091
05154,00071,00071
05155,00074,00074
05156,00082,00082
05157,00066,00066
05158,00030,00030
05159,00047,00047
05160,00034,00038
05161,00057,00045
05162,00054,00054
05163,00048,00048
05164,00013,00013
05165,00085,00085
05166,00046,00003
05167,00058,00028
05168,00021,00021
05169,00044,00044
05170,00027,00027
05171,00057,00000
05172,00008,00008
05173,00028,00028
05174,00091,00027
05175,00098,00098
05176,00048,00048
05177,00081,00081
05178,00036,00036
05179,00063,00029
05180,00086,00086
05181,00019,00019
05182,00082,00082
05183,00089,00089
05184,00035,00035
05185,00013,00013
05186,00042,00042
05187,00060,00060
05188,00069,00069
05189,00068,00012
05190,00089,00089
05191,00067,00050
05192,00024,00024
05193,00049,00049
05194,00012,00012
05195,00071,00071
05196,00005,00025
05197,00071,00071
05198,00046,00046
05199,00014,00014
05200,00088,00088
05201,00004,00064
05202,00084,00013
05203,00025,00025
05204,00011,00011
05205,00044,00044
05206,00017,00017
05207,00018,00018
05208,00074,00074
05209,00031,00075
05210,00018,00014
05211,00042,00042
05212,00083,00083
05213,00060,00060
05214,00030,00030
05215,00057,00057
05216,00094,00094
05217,00048,00048
05218,00075,00075
05219,00015,00015
05220,00051,00051
05221,00093,00093
05222,00093,00093
05223,00041,00041
05224,00052,00052
05225,00052,00052
05226,00012,00012
05227,00036,00064
05228,00087,00087
05229,00099,00099
05230,00086,00086
05231,00005,00005
05232,00042,00042
05233,00071,00071
05234,00064,00064
05235,00099,00099
05236,00049,00049
05237,00022,00022
05238,00096,00052
05239,00096,00059
05240,00005,00005
05241,00060,00060
05242,00071,00071
05243,00072,00072
05244,00074,00074
05245,00019,00019
05246,00056,00056
05247,00024,00024
05248,00030,00030
05249,00076,00076
05250,00015,00015
05251,00039,00039
05252,00016,00016
05253,00021,00021
05254,00043,00015
05255,00038,00038
05256,00072,00030
05257,00055,00055
05258,00032,00098
05259,00025,00025
05260,00046,00040
05261,00082,00082
05262,00003,00003
05263,00067,00067
05264,00047,00047
05265,00071,00071
05266,00059,00052
05267,00047,00047
05268,00060,00060
05269,00055,00055
05270,00016,00016
05271,00061,00061
05272,00036,00036
05273,00090,00090
05274,00032,00032
05275,00021,00021
05276,00030,00030
05277,00011,00078
05278,00043,00043
05279,00013,00081
05280,00088,00088
05281,00049,00049
05282,00033,00096
05283,00053,00010
05284,00099,00095
05285,00096,00033
05286,00015,00015
05287,00085,00085
05288,00089,00089
05289,00079,00079
05290,00001,00026
05291,00018,00018
05292,00097,00097
05293,00014,00014
05294,00065,00015
05295,00016,00016
05296,00075,00075
05297,00006,00006
05298,00092,00092
05299,00088,00088
05300,00064,00064
05301,00054,00054
05302,00071,00071
05303,00006,00006
05304,00096,00096
05305,00008,00008
05306,00073,00067
05307,00000,00000
05308,00044,00078
05309,00092,00092
05310,00057,00057
05311,00066,00066
05312,00048,00048
05313,00096,00067
05314,00060,00060
05315,00089,00089
05316,00016,00016
05317,00042,00042
05318,00058,00058
05319,00061,00061
05320,00022,00022
05321,00075,00075
05322,00037,00037
05323,00055,00003
05324,00060,00060
05325,00061,00009
05326,00027,00027
05327,00083,00083
05328,00089,00089
05329,00042,00042
05330,00088,00088
05331,00044,00044
05332,00002,00002
05333,00062,00062
05334,00094,00094
05335,00036,00032
05336,00095,00095
05337,00066,00066
05338,00008,00008
05339,00087,00040
05340,00044,00044
05341,00045,00045
05342,00045,00026
05343,00048,00048
05344,00087,00087
05345,00059,00059
05346,00035,00035
05347,00061,00061
05348,00064,00064
05349,00043,00043
05350,00065,00025
05351,00089,00048
05352,00045,00045
05353,00036,00036
05354,00029,00029
05355,00063,00051
05356,00076,00076
05357,00074,00074
05358,00061,00061
05359,00056,00056
05360,00025,00055
05361,00044,00044
05362,00050,00050
05363,00008,00008
05364,00027,00027
05365,00022,00022
05366,00061,00061
05367,00077,00077
05368,00085,00085
05369,00095,00095
05370,00078,00078
05371,00000,00000
05372,00080,00080
05373,00045,00026
05374,00033,00033
05375,00049,00049
05376,00051,00051
05377,00036,00036
05378,00098,00098
05379,00039,00039
05380,00076,00076
05381,00095,00095
05382,00031,00031
05383,00045,00045
05384,00027,00027
05385,00060,00060
05386,00003,00003
05387,00051,00051
05388,00094,00094
05389,00067,00067
05390,00006,00006
05391,00062,00062
05392,00098,00098
05393,00028,00028
05394,00026,00026
05395,00061,00061
05396,00029,00029
05397,00064,00064
05398,00095,00095
05399,00004,00004
05400,00042,00042
05401,00017,00017
05402,00078,00099
05403,00076,00030
05404,00086,00086
05405,00026,00083
05406,00078,00078
05407,00040,00025
05408,00050,00050
05409,00097,00097
05410,00099,00067
05411,00047,00052
05412,00028,00028
05413,00078,00044
05414,00028,00028
05415,00022,00022
05416,00005,00005
05417,00046,00035
05418,00037,00037
05419,00066,00066
05420,00088,00088
05421,00095,00095
05422,00001,00001
05423,00077,00057
05424,00012,00012
05425,00078,00044
05426,00097,00097
05427,00078,00078
05428,00007,00007
05429,00094,00094
05430,00085,00085
05431,00048,00048
05432,00016,00016
05433,00085,00085
05434,00004,00063
05435,00059,00059
05436,00070,00070
05437,00062,00062
05438,00058,00058
05439,00054,00054
05440,00060,00060
05441,00009,00009
05442,00044,00044
05443,00049,00023
05444,00071,00071
05445,00018,00010
05446,00089,00089
05447,00031,00031
05448,00073,00067
05449,00056,00056
05450,00042,00042
05451,00062,00070
05452,00001,00073
05453,00043,00043
05454,00043,00043
05455,00086,00086
05456,00015,00015
05457,00024,00024
05458,00084,00084
05459,00042,00042
05460,00060,00060
05461,00048,00048
05462,00019,00019
05463,00030,00093
05464,00099,00016
05465,00030,00030
05466,00068,00013
05467,00021,00021
05468,00078,00078
05469,00068,00068
05470,00021,00048
05471,00096,00056
05472,00074,00074
05473,00042,00042
05474,00020,00020
05475,00014,00014
05476,00078,00078
05477,00062,00062
05478,00076,00076
05479,00080,00042
05480,00028,00028
05481,00074,00074
05482,00078,00078
05483,00028,00028
05484,00027,00027
05485,00051,00051
05486,00083,00083
05487,00048,00048
05488,00079,00079
05489,00067,00067
05490,00019,00043
05491,00013,00090
05492,00018,00018
05493,00022,00040
05494,00088,00088
05495,00015,00015
05496,00089,00089
05497,00000,00000
05498,00080,00080
05499,00050,00095
05500,00059,00059
05501,00067,00067
05502,00057,00057
05503,00064,00064
05504,00098,00055
05505,00072,00072
05506,00039,00039
05507,00001,00001
05508,00014,00014
05509,00093,00010
05510,00040,00040
05511,00066,00066
05512,00032,00032
05513,00035,00011
05514,00004,00004
05515,00054,00054
05516,00042,00014
05517,00015,00015
05518,00084,00084
05519,00007,00007
05520,00015,00015
05521,00070,00070
05522,00054,00045
05523,00028,00028
05524,00027,00027
05525,00036,00036
05526,00031,00031
05527,00080,00080
05528,00016,00016
05529,00059,00059
05530,00006,00006
05531,00019,00019
05532,00087,00087
05533,00029,00015
05534,00087,00081
05535,00025,00025
05536,00035,00098
05537,00002,00002
05538,00068,00068
05539,00047,00047
05540,00018,00018
05541,00066,00066
05542,00066,00066
05543,00049,00017
05544,00065,00065
05545,00081,00090
05546,00035,00098
05547,00045,00045
05548,00076,00076
05549,00095,00095
05550,00005,00005
05551,00089,00089
05552,00069,00069
05553,00057,00057
05554,00060,00060
05555,00095,00095
05556,00028,00016
05557,00007,00007
05558,00047,00052
05559,00006,00006
05560,00007,00007
05561,00067,00067
05562,00060,00060
05563,00067,00067
05564,00059,00052
05565,00035,00002
05566,00094,00094
05567,00025,00025
05568,00023,00023
05569,00058,00058
05570,00031,00065
05571,00038,00038
05572,00085,00085
05573,00048,00048
05574,00082,00082
05575,00021,00021
05576,00072,00055
05577,00069,00069
05578,00039,00039
05579,00012,00012
05580,00029,00029
05581,00005,00005
05582,00017,00017
05583,00087,00087
05584,00078,00078
05585,00070,00070
05586,00073,00030
05587,00076,00087
05588,00094,00094
05589,00075,00075
05590,00018,00044
05591,00091,00073
05592,00074,00067
05593,00062,00062
05594,00041,00041
05595,00001,00001
05596,00016,00016
05597,00085,00085
05598,00080,00080
05599,00029,00029
05600,00044,00044
05601,00069,00069
05602,00026,00026
05603,00046,00046
05604,00020,00020
05605,00007,00007
05606,00093,00093
05607,00063,00063
05608,00053,00053
05609,00040,00040
05610,00037,00037
05611,00033,00033
05612,00076,00076
05613,00048,00048
05614,00063,00063
05615,00084,00084
05616,00031,00031
05617,00054,00054
05618,00028,00028
05619,00072,00072
05620,00034,00034
05621,00047,00047
05622,00063,00063
05623,00054,00054
05624,00035,00035
05625,00093,00093
05626,00010,00061
05627,00046,00002
05628,00051,00051
05629,00007,00007
05630,00059,00059
05631,00068,00068
05632,00081,00081
05633,00081,00081
05634,00039,00039
05635,00013,00013
05636,00081,00037
05637,00035,00035
05638,00081,00081
05639,00033,00051
05640,00018,00018
05641,00004,00004
05642,00023,00023
05643,00093,00093
05644,00094,00094
05645,00022,00077
05646,00047,00047
05647,00051,00051
05648,00005,00005
05649,00081,00090
05650,00040,00086
05651,00048,00048
05652,00096,00096
05653,00023,00023
05654,00002,00079
05655,00013,00013
05656,00035,00098
05657,00071,00071
05658,00060,00060
05659,00062,00062
05660,00039,00039
05661,00068,00068
05662,00052,00052
05663,00014,00014
05664,00021,00021
05665,00015,00015
05666,00077,00077
05667,00094,00094
05668,00073,00073
05669,00070,00070
05670,00059,00059
05671,00055,00055
05672,00076,00076
05673,00072,00072
05674,00072,00003
05675,00075,00018
05676,00000,00000
05677,00099,00099
05678,00024,00024
05679,00056,00056
05680,00000,00000
05681,00082,00082
05682,00004,00072
05683,00037,00037
05684,00020,00020
05685,00054,00054
05686,00011,00011
05687,00009,00009
05688,00076,00086
05689,00065,00065
05690,00078,00078
05691,00022,00022
05692,00048,00048
05693,00001,00001
05694,00033,00033
05695,00077,00077
05696,00049,00049
05697,00089,00089
05698,00036,00036
05699,00042,00042
05700,00020,00020
05701,00002,00002
05702,00032,00032
05703,00087,00087
05704,00071,00071
05705,00036,00036
05706,00095,00095
05707,00027,00027
05708,00065,00036
05709,00054,00054
05710,00079,00092
05711,00088,00088
05712,00006,00006
05713,00031,00031
05714,00054,00054
05715,00032,00032
05716,00058,00058
05717,00028,00010
05718,00064,00064
05719,00003,00093
05720,00003,00003
05721,00027,00055
05722,00071,00049
05723,00056,00056
05724,00033,00033
05725,00099,00099
05726,00092,00062
05727,00034,00034
05728,00053,00053
05729,00017,00017
05730,00093,00093
05731,00066,00066
05732,00000,00000
05733,00058,00058
05734,00004,00004
05735,00037,00037
05736,00001,00001
05737,00058,00058
05738,00066,00066
05739,00091,00058
05740,00023,00088
05741,00039,00039
05742,00009,00040
05743,00082,00082
05744,00068,00068
05745,00004,00004
05746,00055,00055
05747,00064,00065
05748,00072,00072
05749,00013,00013
05750,00017,00017
05751,00030,00030
05752,00072,00067
05753,00050,00050
05754,00001,00001
05755,00056,00059
05756,00073,00073
05757,00058,00058
05758,00090,00090
05759,00056,00056
05760,00044,00044
05761,00016,00016
05762,00032,00032
05763,00015,00015
05764,00090,00090
05765,00078,00099
05766,00056,00056
05767,00040,00040
05768,00063,00063
05769,00022,00022
05770,00002,00002
05771,00014,00014
05772,00072,00072
05773,00076,00076
05774,00073,00073
05775,00002,00002
05776,00079,00079
05777,00042,00005
05778,00039,00039
05779,00012,00012
05780,00043,00043
05781,00091,00091
05782,00097,00097
05783,00080,00080
05784,00065,00065
05785,00062,00062
05786,00033,00033
05787,00022,00086
05788,00066,00066
05789,00024,00024
05790,00062,00062
05791,00049,00049
05792,00030,00030
05793,00024,00024
05794,00071,00073
05795,00031,00031
05796,00055,00055
05797,00059,00059
05798,00046,00046
05799,00046,00011
05800,00020,00020
05801,00083,00083
05802,00080,00080
05803,00038,00038
05804,00030,00030
05805,00093,00093
05806,00015,00065
05807,00041,00041
05808,00000,00000
05809,00098,00035
05810,00054,00054
05811,00009,00009
05812,00016,00016
05813,00087,00087
05814,00081,00081
05815,00012,00012
05816,00049,00049
05817,00060,00060
05818,00081,00081
05819,00089,00089
05820,00055,00042
05821,00051,00051
05822,00036,00036
05823,00047,00059
05824,00070,00092
05825,00007,00007
05826,00094,00094
05827,00080,00080
05828,00056,00056
05829,00037,00037
05830,00074,00063
05831,00075,00074
05832,00031,00046
05833,00034,00034
05834,00088,00088
05835,00085,00085
05836,00024,00024
05837,00028,00028
05838,00056,00056
05839,00033,00051
05840,00041,00041
05841,00062,00062
05842,00007,00007
05843,00007,00006
05844,00038,00038
05845,00026,00026
05846,00022,00022
05847,00052,00052
05848,00032,00032
05849,00070,00070
05850,00028,00028
05851,00096,00096
05852,00097,00044
05853,00057,00057
05854,00013,00013
05855,00047,00047
05856,00008,00008
05857,00030,00073
05858,00017,00017
05859,00014,00014
05860,00018,00018
05861,00091,00091
05862,00082,00082
05863,00038,00019
05864,00057,00057
05865,00071,00071
05866,00016,00016
05867,00054,00054
05868,00007,00007
05869,00052,00052
05870,00029,00026
05871,00050,00050
05872,00081,00081
05873,00065,00074
05874,00074,00050
05875,00074,00074
05876,00071,00071
05877,00085,00085
05878,00008,00008
05879,00031,00031
05880,00028,00028
05881,00017,00017
05882,00062,00026
05883,00028,00010
05884,00093,00093
05885,00016,00016
05886,00000,00000
05887,00037,00037
05888,00026,00026
05889,00071,00071
05890,00034,00034
05891,00064,00050
05892,00099,00099
05893,00027,00044
05894,00058,00058
05895,00016,00016
05896,00008,00008
05897,00001,00034
05898,00011,00035
05899,00086,00086
05900,00041,00041
05901,00000,00000
05902,00019,00019
05903,00027,00044
05904,00046,00046
05905,00006,00006
05906,00042,00042
05907,00092,00062
05908,00073,00073
05909,00031,00031
05910,00073,00073
05911,00062,00062
05912,00097,00097
05913,00097,00097
05914,00000,00000
05915,00057,00057
05916,00003,00019
05917,00002,00046
05918,00053,00053
05919,00069,00069
05920,00047,00047
05921,00013,00013
05922,00084,00084
05923,00067,00067
05924,00019,00043
05925,00080,00080
05926,00052,00059
05927,00020,00020
05928,00076,00076
05929,00065,00065
05930,00079,00079
05931,00061,00099
05932,00062,00062
05933,00058,00058
05934,00055,00055
05935,00064,00026
05936,00001,00001
05937,00046,00046
05938,00090,00090
05939,00066,00066
05940,00069,00069
05941,00039,00039
05942,00071,00071
05943,00088,00088
05944,00006,00006
05945,00051,00051
05946,00034,00034
05947,00031,00031
05948,00080,00080
05949,00067,00067
05950,00078,00078
05951,00084,00084
05952,00023,00023
05953,00023,00023
05954,00068,00068
05955,00077,00074
05956,00078,00078
05957,00041,00078
05958,00086,00086
05959,00001,00001
05960,00061,00061
05961,00002,00002
05962,00093,00072
05963,00067,00032
05964,00064,00064
05965,00043,00043
05966,00060,00060
05967,00073,00027
05968,00062,00062
05969,00091,00091
05970,00090,00081
05971,00064,00064
05972,00088,00035
05973,00011,00032
05974,00027,00091
05975,00085,00085
05976,00070,00070
05977,00016,00028
05978,00059,00059
05979,00022,00022
05980,00043,00043
05981,00035,00035
05982,00009,00009
05983,00055,00074
05984,00084,00084
05985,00072,00072
05986,00081,00081
05987,00095,00095
05988,00035,00016
05989,00025,00025
05990,00012,00012
05991,00024,00024
05992,00061,00061
05993,00050,00050
05994,00009,00009
05995,00008,00008
05996,00020,00020
05997,00002,00011
05998,00049,00049
05999,00000,00000
06000,00031,00055
06001,00031,00031
06002,00018,00018
06003,00035,00035
06004,00023,00023
06005,00047,00047
06006,00052,00047
06007,00030,00030
06008,00088,00088
06009,00046,00032
06010,00099,00040
06011,00097,00097
06012,00017,00017
06013,00081,00081
06014,00076,00076
06015,00062,00062
06016,00039,00039
06017,00093,00072
06018,00095,00095
06019,00009,00009
06020,00091,00030
06021,00040,00086
06022,00046,00098
06023,00048,00048
06024,00035,00011
06025,00088,00088
06026,00009,00009
06027,00088,00088
06028,00021,00021
06029,00036,00036
06030,00055,00055
06031,00082,00082
06032,00040,00040
06033,00047,00047
06034,00028,00010
06035,00061,00061
06036,00053,00092
06037,00093,00093
06038,00015,00015
06039,00054,00054
06040,00088,00088
06041,00033,00033
06042,00098,00035
06043,00039,00039
06044,00070,00070
06045,00015,00015
06046,00036,00036
06047,00094,00094
06048,00070,00070
06049,00059,00096
06050,00070,00070
06051,00092,00092
06052,00009,00016
06053,00003,00003
06054,00039,00086
06055,00003,00071
06056,00042,00042
06057,00099,00099
06058,00016,00016
06059,00046,00046
06060,00028,00028
06061,00098,00098
06062,00097,00042
06063,00017,00017
06064,00089,00089
06065,00014,00014
06066,00057,00057
06067,00081,00081
06068,00080,00074
06069,00072,00004
06070,00010,00010
06071,00081,00081
06072,00040,00040
06073,00049,00049
06074,00029,00029
06075,00005,00087
06076,00058,00058
06077,00036,00036
06078,00065,00065
06079,00083,00083
06080,00010,00010
06081,00042,00034
06082,00012,00012
06083,00025,00005
06084,00017,00017
06085,00029,00029
06086,00080,00080
06087,00080,00080
06088,00024,00006
06089,00051,00065
06090,00009,00009
06091,00055,00055
06092,00038,00038
06093,00042,00088
06094,00028,00028
06095,00043,00043
06096,00057,00057
06097,00050,00050
06098,00099,00099
06099,00020,00020
06100,00000,00000
06101,00032,00032
06102,00090,00090
06103,00070,00070
06104,00099,00014
06105,00031,00031
06106,00088,00088
06107,00056,00056
06108,00023,00023
06109,00071,00071
06110,00088,00004
06111,00011,00011
06112,00063,00004
06113,00039,00039
06114,00066,00066
06115,00096,00096
06116,00063,00063
06117,00013,00013
06118,00039,00039
06119,00027,00027
06120,00031,00031
06121,00084,00084
06122,00077,00007
06123,00037,00037
06124,00018,00018
06125,00043,00043
06126,00096,00096
06127,00002,00002
06128,00006,00006
06129,00044,00059
06130,00099,00078
06131,00019,00019
06132,00039,00039
06133,00097,00097
06134,00006,00006
06135,00039,00039
06136,00051,00077
06137,00033,00074
06138,00047,00052
06139,00025,00005
06140,00061,00061
06141,00021,00021
06142,00020,00020
06143,00050,00050
06144,00036,00065
06145,00048,00048
