epoch,time(s),learning late,train_loss,validation_loss,validation_error(%)
02001,00092,00092
02002,00041,00041
02003,00033,00033
02004,00065,00065
02005,00017,00017
02006,00051,00051
02007,00099,00099
02008,00098,00035
02009,00067,00067
02010,00063,00063
02011,00063,00063
02012,00009,00009
02013,00058,00058
02014,00096,00096
02015,00077,00077
02016,00001,00001
02017,00036,00036
02018,00053,00053
02019,00083,00083
02020,00013,00013
02021,00098,00098
02022,00021,00021
02023,00011,00035
02024,00039,00039
02025,00049,00049
02026,00081,00081
02027,00035,00035
02028,00003,00003
02029,00077,00077
02030,00089,00089
02031,00030,00030
02032,00085,00085
02033,00059,00059
02034,00048,00048
02035,00035,00098
02036,00038,00038
02037,00043,00080
02038,00039,00039
02039,00082,00082
02040,00043,00043
02041,00012,00012
02042,00021,00021
02043,00018,00018
02044,00016,00025
02045,00005,00005
02046,00025,00025
02047,00063,00063
02048,00099,00078
02049,00043,00004
02050,00040,00040
02051,00072,00029
02052,00043,00015
02053,00039,00039
02054,00049,00049
02055,00030,00093
02056,00039,00039
02057,00077,00077
02058,00069,00069
02059,00053,00053
02060,00003,00064
02061,00012,00012
02062,00057,00057
02063,00005,00005
02064,00017,00017
02065,00097,00097
02066,00037,00037
02067,00048,00048
02068,00079,00079
02069,00005,00005
02070,00057,00083
02071,00016,00016
02072,00089,00041
02073,00048,00048
02074,00054,00054
02075,00079,00079
02076,00067,00067
02077,00073,00073
02078,00000,00000
02079,00019,00019
02080,00014,00014
02081,00029,00029
02082,00020,00084
02083,00048,00048
02084,00036,00036
02085,00086,00076
02086,00095,00095
02087,00020,00020
02088,00059,00059
02089,00057,00057
02090,00067,00067
02091,00026,00006
02092,00071,00071
02093,00021,00021
02094,00045,00007
02095,00091,00091
02096,00092,00092
02097,00087,00087
02098,00030,00091
02099,00016,00016
02100,00086,00086
02101,00058,00058
02102,00089,00089
02103,00097,00097
02104,00083,00083
02105,00072,00072
02106,00085,00085
02107,00087,00041
02108,00003,00003
02109,00020,00020
02110,00010,00010
02111,00074,00074
02112,00049,00049
02113,00096,00063
02114,00091,00091
02115,00056,00056
02116,00092,00092
02117,00019,00019
02118,00097,00064
02119,00028,00028
02120,00031,00011
02121,00041,00041
02122,00081,00081
02123,00090,00090
02124,00089,00089
02125,00086,00086
02126,00022,00022
02127,00041,00041
02128,00065,00050
02129,00027,00027
02130,00087,00087
02131,00021,00021
02132,00034,00034
02133,00036,00036
02134,00090,00090
02135,00094,00094
02136,00071,00071
02137,00031,00031
02138,00062,00062
02139,00095,00095
02140,00033,00033
02141,00038,00038
02142,00095,00095
02143,00041,00041
02144,00024,00024
02145,00089,00089
02146,00015,00015
02147,00081,00081
02148,00008,00008
02149,00048,00048
02150,00030,00030
02151,00059,00052
02152,00079,00079
02153,00020,00020
02154,00068,00068
02155,00016,00016
02156,00078,00078
02157,00044,00045
02158,00031,00031
02159,00066,00066
02160,00052,00052
02161,00043,00043
02162,00020,00020
02163,00098,00098
02164,00024,00024
02165,00071,00071
02166,00049,00049
02167,00015,00044
02168,00046,00046
02169,00027,00062
02170,00022,00022
02171,00002,00011
02172,00089,00089
02173,00078,00099
02174,00027,00073
02175,00026,00026
02176,00053,00053
02177,00010,00010
02178,00041,00041
02179,00012,00012
02180,00002,00002
02181,00004,00004
02182,00086,00039
02183,00019,00019
02184,00056,00056
02185,00063,00074
02186,00079,00079
02187,00067,00073
02188,00098,00046
02189,00003,00003
02190,00022,00022
02191,00006,00006
02192,00059,00059
02193,00014,00054
02194,00087,00087
02195,00026,00002
02196,00087,00087
02197,00049,00049
02198,00091,00091
02199,00012,00037
02200,00053,00053
02201,00059,00051
02202,00007,00007
02203,00099,00099
02204,00013,00013
02205,00025,00025
02206,00066,00066
02207,00080,00080
02208,00076,00022
02209,00023,00073
02210,00062,00083
02211,00014,00014
02212,00042,00042
02213,00086,00086
02214,00022,00022
02215,00090,00090
02216,00072,00074
02217,00024,00024
02218,00084,00084
02219,00069,00091
02220,00097,00097
02221,00088,00088
02222,00004,00004
02223,00026,00026
02224,00022,00022
02225,00097,00019
02226,00067,00067
02227,00067,00073
02228,00048,00084
02229,00098,00098
02230,00006,00006
02231,00031,00035
02232,00029,00029
02233,00051,00051
02234,00059,00059
02235,00062,00062
02236,00060,00060
02237,00068,00068
02238,00044,00044
02239,00083,00083
02240,00057,00000
02241,00041,00041
02242,00090,00090
02243,00048,00048
02244,00082,00082
02245,00067,00067
02246,00010,00028
02247,00028,00028
02248,00071,00071
02249,00079,00079
02250,00043,00043
02251,00049,00017
02252,00005,00005
02253,00017,00017
02254,00079,00007
02255,00084,00084
02256,00057,00057
02257,00027,00027
02258,00057,00057
02259,00068,00068
02260,00026,00026
02261,00059,00059
02262,00063,00004
02263,00087,00087
02264,00099,00099
02265,00003,00003
02266,00066,00066
02267,00038,00038
02268,00015,00015
02269,00075,00075
02270,00020,00020
02271,00047,00047
02272,00000,00000
02273,00014,00014
02274,00012,00085
02275,00062,00062
02276,00055,00055
02277,00063,00063
02278,00069,00069
02279,00003,00003
02280,00072,00077
02281,00073,00073
02282,00038,00038
02283,00080,00059
02284,00052,00052
02285,00089,00084
02286,00037,00037
02287,00060,00060
02288,00021,00021
02289,00096,00096
02290,00068,00068
02291,00016,00016
02292,00019,00019
02293,00040,00040
02294,00070,00070
02295,00061,00061
02296,00010,00010
02297,00057,00057
02298,00081,00081
02299,00068,00068
02300,00068,00012
02301,00028,00010
02302,00038,00038
02303,00010,00010
02304,00047,00047
02305,00076,00076
02306,00011,00011
02307,00072,00072
02308,00023,00023
02309,00044,00001
02310,00003,00014
02311,00031,00031
02312,00030,00030
02313,00084,00093
02314,00054,00054
02315,00009,00009
02316,00015,00015
02317,00002,00002
02318,00026,00026
02319,00065,00065
02320,00046,00032
02321,00012,00012
02322,00058,00058
02323,00067,00073
02324,00076,00076
02325,00095,00095
02326,00067,00067
02327,00095,00095
02328,00026,00026
02329,00092,00092
02330,00047,00047
02331,00005,00084
02332,00029,00029
02333,00051,00051
02334,00044,00044
02335,00045,00045
02336,00060,00060
02337,00034,00034
02338,00097,00097
02339,00001,00001
02340,00093,00093
02341,00097,00097
02342,00043,00019
02343,00002,00019
02344,00092,00092
02345,00038,00069
02346,00065,00065
02347,00095,00095
02348,00051,00078
02349,00005,00005
02350,00065,00034
02351,00076,00076
02352,00025,00025
02353,00050,00050
02354,00030,00030
02355,00069,00069
02356,00059,00059
02357,00034,00034
02358,00077,00077
02359,00011,00046
02360,00066,00066
02361,00031,00031
02362,00073,00073
02363,00087,00087
02364,00087,00090
02365,00018,00018
02366,00079,00006
02367,00038,00038
02368,00081,00081
02369,00025,00025
02370,00081,00081
02371,00050,00064
02372,00070,00070
02373,00037,00037
02374,00076,00076
02375,00031,00031
02376,00000,00000
02377,00081,00090
02378,00049,00032
02379,00005,00005
02380,00037,00056
02381,00041,00041
02382,00080,00080
02383,00020,00005
02384,00059,00052
02385,00004,00051
02386,00025,00025
02387,00028,00020
02388,00078,00061
02389,00098,00098
02390,00020,00020
02391,00067,00032
02392,00002,00035
02393,00005,00005
02394,00055,00072
02395,00061,00061
02396,00043,00043
02397,00058,00058
02398,00036,00036
02399,00099,00099
02400,00060,00060
02401,00070,00070
02402,00038,00038
02403,00096,00059
02404,00026,00026
02405,00056,00056
02406,00099,00078
02407,00083,00083
02408,00023,00023
02409,00052,00052
02410,00032,00032
02411,00054,00054
02412,00033,00033
02413,00061,00061
02414,00021,00049
02415,00053,00053
02416,00015,00015
02417,00050,00050
02418,00003,00003
02419,00012,00012
02420,00086,00086
02421,00004,00055
02422,00058,00058
02423,00005,00005
02424,00030,00030
02425,00026,00026
02426,00025,00010
02427,00000,00000
02428,00011,00011
02429,00084,00009
02430,00033,00033
02431,00053,00053
02432,00033,00033
02433,00094,00094
02434,00046,00046
02435,00099,00099
02436,00034,00034
02437,00001,00001
02438,00017,00017
02439,00074,00063
02440,00069,00069
02441,00066,00066
02442,00037,00037
02443,00067,00067
02444,00040,00040
02445,00093,00093
02446,00024,00024
02447,00082,00082
02448,00023,00023
02449,00030,00030
02450,00066,00066
02451,00030,00030
02452,00011,00011
02453,00011,00011
02454,00094,00094
02455,00088,00088
02456,00031,00037
02457,00029,00029
02458,00046,00046
02459,00095,00095
02460,00054,00054
02461,00041,00041
02462,00006,00006
02463,00019,00019
02464,00022,00022
02465,00003,00003
02466,00067,00032
02467,00055,00055
02468,00053,00053
02469,00072,00072
02470,00033,00033
02471,00020,00020
02472,00063,00063
02473,00012,00012
02474,00064,00064
02475,00023,00023
02476,00022,00022
02477,00075,00075
02478,00008,00008
02479,00033,00033
02480,00066,00066
02481,00055,00055
02482,00072,00072
02483,00073,00073
02484,00084,00084
02485,00013,00013
02486,00096,00096
02487,00065,00065
02488,00008,00022
02489,00000,00000
02490,00019,00019
02491,00050,00080
02492,00023,00023
02493,00085,00085
02494,00068,00068
02495,00086,00086
02496,00037,00037
02497,00068,00081
02498,00046,00035
02499,00035,00098
02500,00008,00008
02501,00023,00023
02502,00076,00076
02503,00074,00074
02504,00089,00089
02505,00060,00060
02506,00069,00069
02507,00052,00096
02508,00032,00032
02509,00029,00029
02510,00065,00064
02511,00009,00009
02512,00016,00016
02513,00000,00000
02514,00080,00074
02515,00017,00017
02516,00054,00054
02517,00062,00062
02518,00061,00006
02519,00034,00034
02520,00065,00065
02521,00008,00008
02522,00046,00046
02523,00067,00067
02524,00053,00053
02525,00085,00023
02526,00078,00078
02527,00061,00061
02528,00026,00026
02529,00064,00064
02530,00025,00025
02531,00070,00070
02532,00096,00096
02533,00067,00067
02534,00022,00022
02535,00032,00045
02536,00037,00065
02537,00096,00096
02538,00079,00079
02539,00023,00023
02540,00076,00076
02541,00026,00026
02542,00057,00057
02543,00039,00016
02544,00064,00064
02545,00034,00034
02546,00082,00082
02547,00066,00066
02548,00083,00083
02549,00030,00072
02550,00071,00071
02551,00009,00009
02552,00060,00060
02553,00002,00035
02554,00043,00043
02555,00029,00029
02556,00074,00093
02557,00058,00058
02558,00094,00094
02559,00005,00005
02560,00083,00083
02561,00092,00092
02562,00026,00026
02563,00039,00039
02564,00086,00086
02565,00093,00093
02566,00016,00016
02567,00085,00085
02568,00027,00027
02569,00076,00076
02570,00090,00089
02571,00042,00042
02572,00018,00018
02573,00014,00014
02574,00004,00004
02575,00067,00073
02576,00071,00071
02577,00020,00020
02578,00020,00020
02579,00016,00016
02580,00051,00051
02581,00088,00088
02582,00005,00005
02583,00025,00025
02584,00050,00064
02585,00059,00059
02586,00077,00077
02587,00022,00022
02588,00023,00003
02589,00068,00068
02590,00028,00028
02591,00044,00044
02592,00013,00013
02593,00073,00073
02594,00011,00098
02595,00052,00052
02596,00044,00044
02597,00099,00099
02598,00017,00017
02599,00003,00031
02600,00050,00050
02601,00087,00087
02602,00044,00044
02603,00085,00085
02604,00058,00058
02605,00057,00057
02606,00045,00045
02607,00094,00028
02608,00005,00005
02609,00011,00011
02610,00081,00081
02611,00002,00046
02612,00067,00067
02613,00096,00096
02614,00069,00069
02615,00050,00019
02616,00072,00055
02617,00075,00075
02618,00031,00031
02619,00097,00097
02620,00038,00066
02621,00065,00051
02622,00071,00071
02623,00029,00029
02624,00074,00004
02625,00089,00089
02626,00099,00099
02627,00067,00067
02628,00039,00039
02629,00052,00052
02630,00059,00059
02631,00012,00012
02632,00096,00096
02633,00005,00016
02634,00036,00036
02635,00064,00064
02636,00027,00027
02637,00041,00081
02638,00037,00037
02639,00011,00011
02640,00085,00085
02641,00065,00050
02642,00002,00035
02643,00078,00078
02644,00054,00006
02645,00093,00072
02646,00070,00070
02647,00074,00074
02648,00042,00042
02649,00000,00000
02650,00041,00041
02651,00039,00039
02652,00087,00087
02653,00080,00080
02654,00044,00044
02655,00047,00047
02656,00095,00095
02657,00010,00010
02658,00021,00021
02659,00063,00063
02660,00072,00055
02661,00069,00069
02662,00020,00020
02663,00085,00085
02664,00078,00078
02665,00023,00023
02666,00013,00013
02667,00092,00092
02668,00098,00098
02669,00084,00084
02670,00075,00075
02671,00028,00010
02672,00063,00004
02673,00052,00052
02674,00055,00055
02675,00061,00061
02676,00089,00089
02677,00057,00057
02678,00074,00050
02679,00042,00042
02680,00088,00040
02681,00091,00091
02682,00042,00088
02683,00040,00073
02684,00049,00049
02685,00020,00020
02686,00046,00002
02687,00016,00016
02688,00026,00026
02689,00091,00091
02690,00088,00088
02691,00085,00085
02692,00028,00028
02693,00027,00027
02694,00083,00083
02695,00054,00054
02696,00038,00065
02697,00071,00071
02698,00077,00077
02699,00013,00013
02700,00056,00056
02701,00076,00076
02702,00037,00037
02703,00003,00003
02704,00072,00072
02705,00064,00063
02706,00046,00046
02707,00075,00075
02708,00090,00090
02709,00026,00026
02710,00060,00060
02711,00049,00049
02712,00050,00050
02713,00015,00015
02714,00094,00002
02715,00078,00078
02716,00094,00094
02717,00086,00086
02718,00025,00025
02719,00011,00011
02720,00081,00013
02721,00004,00004
02722,00057,00040
02723,00047,00047
02724,00044,00044
02725,00090,00090
02726,00095,00095
02727,00078,00078
02728,00007,00007
02729,00086,00078
02730,00039,00039
02731,00040,00040
02732,00069,00069
02733,00072,00072
02734,00080,00064
02735,00047,00047
02736,00068,00060
02737,00078,00078
02738,00036,00036
02739,00075,00075
02740,00036,00036
02741,00082,00082
02742,00088,00088
02743,00038,00038
02744,00036,00036
02745,00081,00081
02746,00072,00072
02747,00054,00050
02748,00002,00002
02749,00063,00052
02750,00068,00068
02751,00044,00044
02752,00006,00006
02753,00053,00053
02754,00056,00056
02755,00032,00032
02756,00046,00046
02757,00034,00034
02758,00083,00083
02759,00074,00074
02760,00019,00019
02761,00043,00043
02762,00004,00077
02763,00087,00087
02764,00026,00026
02765,00063,00063
02766,00025,00005
02767,00079,00079
02768,00085,00085
02769,00038,00038
02770,00044,00080
02771,00059,00059
02772,00005,00005
02773,00073,00073
02774,00032,00032
02775,00015,00015
02776,00024,00024
02777,00089,00093
02778,00002,00002
02779,00088,00088
02780,00049,00049
02781,00011,00011
02782,00038,00038
02783,00062,00062
02784,00007,00007
02785,00006,00006
02786,00061,00061
02787,00027,00027
02788,00005,00005
02789,00041,00041
02790,00025,00037
02791,00010,00010
02792,00043,00043
02793,00023,00069
02794,00021,00021
02795,00073,00073
02796,00068,00068
02797,00088,00088
02798,00028,00010
02799,00036,00065
02800,00004,00004
02801,00096,00047
02802,00059,00059
02803,00020,00020
02804,00070,00035
02805,00011,00002
02806,00088,00088
02807,00018,00083
02808,00072,00072
02809,00027,00004
02810,00004,00003
02811,00060,00060
02812,00082,00082
02813,00061,00061
02814,00068,00068
02815,00092,00092
02816,00061,00022
02817,00084,00084
02818,00087,00087
02819,00032,00032
02820,00091,00091
02821,00034,00038
02822,00036,00036
02823,00009,00009
02824,00063,00063
02825,00083,00057
02826,00050,00050
02827,00038,00097
02828,00042,00027
02829,00034,00034
02830,00069,00069
02831,00001,00001
02832,00082,00082
02833,00013,00013
02834,00016,00084
02835,00015,00015
02836,00072,00097
02837,00022,00022
02838,00033,00027
02839,00018,00018
02840,00079,00079
02841,00098,00098
02842,00074,00074
02843,00097,00097
02844,00016,00013
02845,00078,00078
02846,00060,00088
02847,00002,00098
02848,00044,00078
02849,00005,00005
02850,00004,00004
02851,00017,00017
02852,00060,00060
02853,00079,00044
02854,00067,00069
02855,00053,00053
02856,00037,00037
02857,00082,00082
02858,00044,00044
02859,00003,00003
02860,00007,00024
02861,00027,00027
02862,00006,00006
02863,00038,00038
02864,00046,00035
02865,00021,00021
02866,00000,00000
02867,00061,00016
02868,00084,00084
02869,00011,00011
02870,00040,00041
02871,00002,00098
02872,00089,00089
02873,00099,00099
02874,00031,00031
02875,00046,00046
02876,00068,00068
02877,00047,00047
02878,00052,00047
02879,00011,00011
02880,00095,00095
02881,00070,00070
02882,00071,00023
02883,00058,00058
02884,00074,00050
02885,00034,00027
02886,00008,00008
02887,00096,00047
02888,00027,00027
02889,00003,00003
02890,00068,00068
02891,00053,00053
02892,00051,00034
02893,00068,00068
02894,00063,00096
02895,00077,00053
02896,00019,00019
02897,00070,00070
02898,00021,00021
02899,00005,00090
02900,00011,00011
02901,00021,00021
02902,00038,00004
02903,00001,00001
02904,00053,00053
02905,00029,00029
02906,00093,00093
02907,00014,00014
02908,00091,00091
02909,00071,00071
02910,00088,00088
02911,00098,00098
02912,00089,00089
02913,00027,00027
02914,00071,00071
02915,00064,00064
02916,00094,00094
02917,00061,00061
02918,00020,00020
02919,00083,00083
02920,00031,00003
02921,00065,00038
02922,00099,00099
02923,00005,00005
02924,00011,00011
02925,00010,00084
02926,00088,00088
02927,00006,00006
02928,00067,00067
02929,00084,00005
02930,00031,00031
02931,00066,00065
02932,00096,00059
02933,00030,00030
02934,00097,00097
02935,00064,00064
02936,00046,00046
02937,00022,00022
02938,00051,00051
02939,00084,00025
02940,00018,00018
02941,00078,00078
02942,00008,00056
02943,00006,00088
02944,00006,00024
02945,00005,00005
02946,00022,00022
02947,00015,00015
02948,00067,00067
02949,00015,00015
02950,00002,00002
02951,00071,00060
02952,00041,00041
02953,00011,00011
02954,00070,00070
02955,00076,00076
02956,00013,00081
02957,00089,00089
02958,00025,00024
02959,00073,00030
02960,00050,00050
02961,00000,00000
02962,00075,00075
02963,00063,00063
02964,00009,00009
02965,00036,00036
02966,00020,00020
02967,00084,00007
02968,00074,00074
02969,00024,00024
02970,00073,00073
02971,00067,00032
02972,00035,00035
02973,00082,00082
02974,00087,00087
02975,00031,00031
02976,00014,00014
02977,00023,00073
02978,00096,00047
02979,00065,00065
02980,00077,00077
02981,00051,00051
02982,00061,00061
02983,00030,00030
02984,00046,00032
02985,00066,00066
02986,00029,00029
02987,00097,00097
02988,00016,00016
02989,00000,00000
02990,00082,00082
02991,00043,00043
02992,00023,00023
02993,00089,00089
02994,00009,00009
02995,00016,00016
02996,00068,00068
02997,00035,00002
02998,00071,00045
02999,00027,00044
03000,00023,00023
03001,00038,00038
03002,00056,00056
03003,00040,00040
03004,00035,00035
03005,00073,00073
03006,00000,00000
03007,00088,00088
03008,00033,00023
03009,00007,00007
03010,00088,00042
03011,00067,00077
03012,00098,00009
03013,00098,00035
03014,00096,00096
03015,00083,00083
03016,00094,00094
03017,00003,00003
03018,00090,00090
03019,00075,00075
03020,00027,00038
03021,00014,00014
03022,00071,00071
03023,00036,00036
03024,00003,00003
03025,00099,00078
03026,00021,00021
03027,00013,00013
03028,00008,00048
03029,00083,00083
03030,00050,00050
03031,00079,00079
03032,00072,00055
03033,00033,00033
03034,00021,00021
03035,00060,00060
03036,00008,00008
03037,00084,00084
03038,00054,00092
03039,00006,00006
03040,00033,00051
03041,00087,00025
03042,00027,00027
03043,00086,00086
03044,00044,00027
03045,00008,00008
03046,00021,00021
03047,00012,00012
03048,00044,00044
03049,00075,00075
03050,00027,00027
03051,00063,00050
03052,00080,00080
03053,00054,00054
03054,00094,00094
03055,00048,00048
03056,00041,00041
03057,00053,00053
03058,00014,00014
03059,00055,00055
03060,00000,00053
03061,00012,00012
03062,00007,00007
03063,00046,00046
03064,00095,00095
03065,00038,00038
03066,00067,00067
03067,00000,00000
03068,00072,00072
03069,00011,00011
03070,00027,00027
03071,00014,00001
03072,00073,00073
03073,00025,00025
03074,00047,00047
03075,00042,00042
03076,00075,00075
03077,00081,00081
03078,00069,00069
03079,00010,00010
03080,00018,00024
03081,00087,00087
03082,00035,00035
03083,00069,00069
03084,00086,00086
03085,00012,00059
03086,00084,00084
03087,00031,00063
03088,00022,00086
03089,00023,00023
03090,00082,00082
03091,00014,00014
03092,00016,00010
03093,00026,00026
03094,00054,00062
03095,00064,00006
03096,00010,00010
03097,00017,00017
03098,00076,00076
03099,00040,00056
03100,00063,00063
03101,00085,00085
03102,00099,00099
03103,00064,00064
03104,00007,00007
03105,00042,00042
03106,00024,00024
03107,00081,00013
03108,00006,00006
03109,00037,00037
03110,00016,00016
03111,00060,00033
03112,00048,00048
03113,00044,00044
03114,00072,00080
03115,00019,00019
03116,00082,00082
03117,00046,00046
03118,00033,00033
03119,00031,00031
03120,00086,00086
03121,00059,00059
03122,00003,00003
03123,00009,00009
03124,00057,00057
03125,00046,00054
03126,00043,00043
03127,00035,00035
03128,00093,00093
03129,00062,00062
03130,00088,00088
03131,00064,00064
03132,00078,00078
03133,00044,00045
03134,00036,00036
03135,00001,00001
03136,00043,00043
03137,00034,00034
03138,00071,00071
03139,00087,00087
03140,00039,00039
03141,00018,00018
03142,00057,00057
03143,00073,00067
03144,00004,00004
03145,00030,00073
03146,00041,00041
03147,00076,00076
03148,00073,00073
03149,00043,00043
03150,00094,00094
03151,00005,00025
03152,00051,00063
03153,00071,00071
03154,00015,00015
03155,00059,00052
03156,00038,00038
03157,00030,00030
03158,00064,00064
03159,00030,00030
03160,00023,00023
03161,00035,00035
03162,00074,00074
03163,00036,00036
03164,00076,00076
03165,00047,00096
03166,00017,00017
03167,00043,00031
03168,00076,00076
03169,00088,00088
03170,00004,00003
03171,00063,00063
03172,00002,00002
03173,00077,00077
03174,00049,00049
03175,00092,00092
03176,00033,00017
03177,00050,00080
03178,00089,00089
03179,00003,00003
03180,00088,00088
03181,00026,00026
03182,00041,00041
03183,00079,00079
03184,00032,00032
03185,00014,00062
03186,00079,00055
03187,00020,00020
03188,00098,00098
03189,00026,00026
03190,00017,00017
03191,00001,00001
03192,00086,00032
03193,00043,00043
03194,00085,00085
03195,00072,00072
03196,00052,00059
03197,00024,00024
03198,00013,00013
03199,00046,00031
03200,00026,00014
03201,00042,00042
03202,00098,00040
03203,00033,00033
03204,00020,00020
03205,00068,00068
03206,00023,00023
03207,00054,00062
03208,00024,00024
03209,00055,00055
03210,00010,00010
03211,00022,00022
03212,00070,00070
03213,00079,00079
03214,00073,00073
03215,00045,00045
03216,00005,00084
03217,00009,00009
03218,00092,00070
03219,00052,00096
03220,00097,00097
03221,00033,00033
03222,00067,00067
03223,00021,00021
03224,00081,00090
03225,00070,00062
03226,00057,00057
03227,00025,00025
03228,00054,00054
03229,00095,00069
03230,00053,00040
03231,00041,00041
03232,00063,00093
03233,00009,00009
03234,00045,00083
03235,00006,00007
03236,00016,00025
03237,00013,00013
03238,00090,00090
03239,00016,00016
03240,00012,00012
03241,00048,00048
03242,00050,00050
03243,00037,00037
03244,00049,00049
03245,00068,00060
03246,00036,00036
03247,00037,00037
03248,00039,00039
03249,00065,00065
03250,00091,00091
03251,00070,00070
03252,00090,00090
03253,00024,00099
03254,00061,00010
03255,00074,00004
03256,00064,00021
03257,00048,00048
03258,00036,00036
03259,00031,00031
03260,00066,00066
03261,00005,00005
03262,00092,00092
03263,00077,00093
03264,00052,00060
03265,00074,00050
03266,00032,00093
03267,00099,00028
03268,00049,00049
03269,00032,00032
03270,00079,00079
03271,00098,00098
03272,00086,00086
03273,00030,00030
03274,00064,00064
03275,00044,00018
03276,00044,00044
03277,00013,00013
03278,00099,00099
03279,00027,00027
03280,00040,00069
03281,00087,00087
03282,00006,00006
03283,00022,00022
03284,00050,00050
03285,00013,00090
03286,00076,00071
03287,00094,00020
03288,00091,00091
03289,00090,00090
03290,00071,00071
03291,00049,00049
03292,00042,00042
03293,00057,00057
03294,00020,00020
03295,00063,00063
03296,00067,00067
03297,00012,00012
03298,00091,00091
03299,00039,00039
03300,00020,00020
03301,00073,00073
03302,00052,00052
03303,00069,00069
03304,00056,00056
03305,00028,00010
03306,00026,00051
03307,00044,00044
03308,00054,00062
03309,00082,00062
03310,00043,00043
03311,00030,00030
03312,00006,00006
03313,00099,00099
03314,00035,00035
03315,00079,00079
03316,00035,00035
03317,00009,00009
03318,00020,00020
03319,00079,00079
03320,00015,00015
03321,00087,00087
03322,00037,00037
03323,00020,00020
03324,00060,00060
03325,00033,00033
03326,00067,00067
03327,00054,00092
03328,00099,00073
03329,00088,00088
03330,00038,00038
03331,00090,00090
03332,00070,00070
03333,00077,00077
03334,00084,00084
03335,00016,00016
03336,00018,00018
03337,00080,00080
03338,00051,00051
03339,00042,00042
03340,00068,00068
03341,00018,00018
03342,00024,00024
03343,00038,00019
03344,00080,00006
03345,00000,00057
03346,00021,00021
03347,00042,00042
03348,00039,00039
03349,00061,00010
03350,00020,00020
03351,00040,00009
03352,00004,00004
03353,00051,00051
03354,00001,00001
03355,00014,00014
03356,00053,00053
03357,00007,00007
03358,00071,00060
03359,00053,00053
03360,00081,00090
03361,00043,00043
03362,00062,00062
03363,00034,00038
03364,00076,00076
03365,00084,00084
03366,00046,00046
03367,00032,00032
03368,00054,00054
03369,00034,00034
03370,00015,00029
03371,00065,00065
03372,00072,00072
03373,00065,00065
03374,00016,00010
03375,00020,00025
03376,00007,00007
03377,00048,00048
03378,00090,00090
03379,00094,00094
03380,00063,00042
03381,00067,00004
03382,00074,00055
03383,00044,00099
03384,00068,00068
03385,00006,00006
03386,00024,00024
03387,00082,00082
03388,00043,00043
03389,00049,00071
03390,00031,00031
03391,00075,00075
03392,00045,00026
03393,00049,00049
03394,00098,00098
03395,00025,00025
03396,00062,00062
03397,00073,00073
03398,00046,00002
03399,00081,00081
03400,00099,00099
03401,00011,00011
03402,00031,00031
03403,00082,00082
03404,00056,00056
03405,00003,00003
03406,00042,00088
03407,00062,00062
03408,00008,00008
03409,00067,00073
03410,00020,00020
03411,00027,00044
03412,00080,00080
03413,00089,00089
03414,00000,00000
03415,00023,00023
03416,00016,00016
03417,00096,00096
03418,00007,00024
03419,00026,00026
03420,00030,00093
03421,00053,00006
03422,00053,00053
03423,00093,00093
03424,00019,00019
03425,00049,00049
03426,00035,00011
03427,00033,00045
03428,00027,00027
03429,00026,00026
03430,00082,00082
03431,00084,00084
03432,00028,00028
03433,00001,00001
03434,00056,00056
03435,00026,00026
03436,00057,00057
03437,00060,00060
03438,00009,00018
03439,00055,00055
03440,00023,00071
03441,00056,00056
03442,00052,00047
03443,00021,00021
03444,00036,00036
03445,00009,00009
03446,00027,00041
03447,00024,00024
03448,00075,00075
03449,00005,00005
03450,00032,00032
03451,00012,00012
03452,00057,00057
03453,00084,00084
03454,00076,00076
03455,00065,00065
03456,00012,00012
03457,00021,00021
03458,00023,00023
03459,00076,00076
03460,00029,00029
03461,00057,00057
03462,00075,00075
03463,00032,00032
03464,00025,00025
03465,00096,00096
03466,00056,00056
03467,00049,00049
03468,00008,00008
03469,00031,00019
03470,00098,00098
03471,00039,00039
03472,00071,00071
03473,00046,00046
03474,00003,00003
03475,00055,00041
03476,00064,00064
03477,00037,00037
03478,00008,00008
03479,00013,00013
03480,00099,00099
03481,00031,00031
03482,00035,00035
03483,00052,00052
03484,00073,00073
03485,00089,00089
03486,00002,00002
03487,00079,00054
03488,00097,00097
03489,00073,00073
03490,00095,00095
03491,00001,00001
03492,00044,00012
03493,00000,00000
03494,00077,00051
03495,00060,00023
03496,00073,00073
03497,00077,00072
03498,00053,00083
03499,00038,00074
03500,00001,00001
03501,00012,00012
03502,00038,00038
03503,00051,00051
03504,00029,00029
03505,00074,00077
03506,00044,00044
03507,00010,00018
03508,00010,00010
03509,00067,00016
03510,00060,00043
03511,00000,00000
03512,00007,00007
03513,00099,00070
03514,00017,00017
03515,00036,00003
03516,00079,00006
03517,00083,00083
03518,00065,00065
03519,00000,00000
03520,00011,00046
03521,00085,00085
03522,00062,00062
03523,00018,00018
03524,00076,00081
03525,00040,00040
03526,00048,00048
03527,00004,00004
03528,00002,00002
03529,00021,00021
03530,00024,00024
03531,00095,00095
03532,00053,00053
03533,00089,00089
03534,00036,00050
03535,00035,00035
03536,00035,00098
03537,00032,00032
03538,00058,00058
03539,00097,00097
03540,00056,00056
03541,00078,00078
03542,00071,00060
03543,00079,00079
03544,00010,00084
03545,00028,00028
03546,00011,00046
03547,00090,00090
03548,00043,00043
03549,00009,00009
03550,00042,00042
03551,00084,00084
03552,00052,00059
